tahun,provinsi,kabupaten_kota,kecamatan,kode_prov,kode_kabkota,kode_kec,jenjang,jumlah_satuan_pendidikan,date_pull,jumlah_laki,jumlah_perempuan,jumlah_alergi,jumlah_fobia,jumlah_intoleransi,jumlah_penerima_manfaat,jumlah_kondisi_khusus,jumlah_satpen_negeri,jumlah_satpen_swasta
2026,Prov. Sulawesi Selatan,Kota Makassar,Kec. Manggala,190000,196000,196014,SMK,1,2026-06-19 13:40:20,76,48,0,0,0,124,0,0,1
2026,Prov. Sulawesi Selatan,Kota Makassar,Kec. Manggala,190000,196000,196014,SMP,3,2026-06-19 13:40:20,990,1216,0,0,0,2206,0,2,1
2026,Prov. Sulawesi Selatan,Kota Makassar,Kec. Mariso,190000,196000,196001,SMA,1,2026-06-19 13:40:20,0,0,0,0,0,0,0,0,1
2026,Prov. Sulawesi Selatan,Kota Makassar,Kec. Mariso,190000,196000,196001,SMP,1,2026-06-19 13:40:21,0,0,0,0,0,0,0,0,1
2026,Prov. Sulawesi Selatan,Kota Makassar,Kec. Panakukkang,190000,196000,196010,SMK,3,2026-06-19 13:40:21,770,1234,0,0,0,2004,0,1,2
2026,Prov. Sulawesi Selatan,Kota Makassar,Kec. Panakukkang,190000,196000,196010,SMP,1,2026-06-19 13:40:21,0,0,1,0,0,0,1,0,1
2026,Prov. Sulawesi Selatan,Kota Makassar,Kec. Rappocini,190000,196000,196013,SMA,2,2026-06-19 13:40:21,112,64,0,0,0,176,0,0,2
2026,Prov. Sulawesi Selatan,Kota Makassar,Kec. Rappocini,190000,196000,196013,SMK,1,2026-06-19 13:40:21,78,46,0,0,0,124,0,0,1
2026,Prov. Sulawesi Selatan,Kota Makassar,Kec. Rappocini,190000,196000,196013,SMP,2,2026-06-19 13:40:21,54,36,0,0,0,90,0,0,2
2026,Prov. Sulawesi Selatan,Kota Makassar,Kec. Tallo,190000,196000,196009,SMA,1,2026-06-19 13:40:21,0,0,1,0,0,0,1,0,1
2026,Prov. Sulawesi Selatan,Kota Makassar,Kec. Tamalanrea,190000,196000,196012,SMA,2,2026-06-19 13:40:21,766,1226,0,0,0,1992,0,2,0
2026,Prov. Sulawesi Selatan,Kota Makassar,Kec. Tamalanrea,190000,196000,196012,SMP,1,2026-06-19 13:40:21,562,554,55,0,0,1116,55,1,0
2026,Prov. Sulawesi Selatan,Kota Makassar,Kec. Tamalate,190000,196000,196003,SMP,1,2026-06-19 13:40:21,840,976,0,0,0,1816,0,1,0
2026,Prov. Sulawesi Selatan,Kota Makassar,Kec. Ujung Tanah,190000,196000,196008,SMA,1,2026-06-19 13:40:21,320,404,0,0,0,724,0,0,1
2026,Prov. Sulawesi Selatan,Kota Makassar,Kec. Ujung Tanah,190000,196000,196008,SMP,1,2026-06-19 13:40:21,1150,1162,0,0,0,2312,0,1,0
2026,Prov. Sulawesi Selatan,Kab. Toraja Utara,Kec. Kesu,190000,192700,192707,SD,9,2026-06-19 13:40:15,1038,984,16,0,135,2022,151,9,0
2026,Prov. Sulawesi Selatan,Kab. Toraja Utara,Kec. Rantepao,190000,192700,192710,PAUD,1,2026-06-19 13:40:15,0,0,0,0,0,0,0,0,1
2026,Prov. Sulawesi Selatan,Kab. Toraja Utara,Kec. Rantepao,190000,192700,192710,SMK,1,2026-06-19 13:40:15,620,106,0,0,0,726,0,0,1
2026,Prov. Sulawesi Selatan,Kab. Toraja Utara,Kec. Sanggalangi,190000,192700,192713,SD,3,2026-06-19 13:40:15,566,534,0,0,0,1100,0,3,0
2026,Prov. Sulawesi Selatan,Kab. Toraja Utara,Kec. Sanggalangi,190000,192700,192713,SMP,1,2026-06-19 13:40:15,124,96,0,0,0,220,0,0,1
2026,Prov. Sulawesi Selatan,Kab. Toraja Utara,Kec. Sopai,190000,192700,192716,SD,2,2026-06-19 13:40:15,438,426,0,0,0,864,0,2,0
2026,Prov. Sulawesi Selatan,Kab. Toraja Utara,Kec. Tallunglipu,190000,192700,192717,SMK,1,2026-06-19 13:40:15,2700,596,0,0,0,3296,0,0,1
2026,Prov. Sulawesi Selatan,Kab. Luwu Timur,Kec. Angkona,190000,192600,192608,SD,1,2026-06-19 13:40:00,0,0,0,0,0,0,0,1,0
2026,Prov. Sulawesi Selatan,Kab. Luwu Timur,Kec. Angkona,190000,192600,192608,SMP,1,2026-06-19 13:40:00,0,0,0,0,0,0,0,1,0
2026,Prov. Sulawesi Selatan,Kab. Luwu Timur,Kec. Burau,190000,192600,192601,SD,1,2026-06-19 13:40:00,0,0,0,0,0,0,0,1,0
2026,Prov. Sulawesi Selatan,Kab. Luwu Timur,Kec. Kalaena,190000,192600,192610,SMP,1,2026-06-19 13:40:00,162,150,0,0,0,312,0,1,0
2026,Prov. Sulawesi Selatan,Kab. Luwu Timur,Kec. Malili,190000,192600,192604,PAUD,3,2026-06-19 13:40:00,0,0,0,0,0,0,0,0,3
2026,Prov. Sulawesi Selatan,Kab. Luwu Timur,Kec. Malili,190000,192600,192604,SD,3,2026-06-19 13:40:00,0,0,0,0,0,0,0,3,0
2026,Prov. Sulawesi Selatan,Kab. Luwu Timur,Kec. Malili,190000,192600,192604,SMK,1,2026-06-19 13:40:01,0,0,0,0,0,0,0,1,0
2026,Prov. Sulawesi Selatan,Kab. Luwu Timur,Kec. Malili,190000,192600,192604,SMP,2,2026-06-19 13:40:01,0,0,54,28,0,0,82,2,0
2026,Prov. Sulawesi Selatan,Kab. Luwu Timur,Kec. Mangkutana,190000,192600,192606,PAUD,1,2026-06-19 13:40:01,0,0,5,39,0,0,44,1,0
2026,Prov. Sulawesi Selatan,Kab. Luwu Timur,Kec. Tomoni,190000,192600,192602,SD,1,2026-06-19 13:40:01,0,0,1,1,1,0,3,1,0
2026,Prov. Sulawesi Selatan,Kab. Luwu Timur,Kec. Tomoni,190000,192600,192602,SMP,1,2026-06-19 13:40:01,0,0,2,2,0,0,4,0,1
2026,Prov. Sulawesi Selatan,Kab. Luwu Timur,Kec. Tomoni Timur,190000,192600,192609,PAUD,3,2026-06-19 13:40:01,0,0,1,4,0,0,5,0,3
2026,Prov. Sulawesi Selatan,Kab. Luwu Timur,Kec. Towuti,190000,192600,192607,SD,5,2026-06-19 13:40:01,0,0,0,0,0,0,0,5,0
2026,Prov. Sulawesi Selatan,Kab. Luwu Timur,Kec. Towuti,190000,192600,192607,SMA,1,2026-06-19 13:40:01,1022,968,50,10,905,1990,965,1,0
2026,Prov. Sulawesi Selatan,Kab. Luwu Timur,Kec. Towuti,190000,192600,192607,SMP,2,2026-06-19 13:40:01,0,0,1,0,0,0,1,1,1
2026,Prov. Sulawesi Selatan,Kab. Luwu Timur,Kec. Wotu,190000,192600,192603,SD,2,2026-06-19 13:40:01,0,0,0,0,0,0,0,2,0
2026,Prov. Sulawesi Selatan,Kab. Luwu Timur,Kec. Wotu,190000,192600,192603,SMP,1,2026-06-19 13:40:01,0,0,0,0,0,0,0,1,0
2026,Prov. Sulawesi Selatan,Kab. Luwu Utara,Kec. Baebunta,190000,192400,192402,SD,2,2026-06-19 13:40:02,100,120,1,0,0,220,1,2,0
2026,Prov. Sulawesi Selatan,Kab. Luwu Utara,Kec. Bone-Bone,190000,192400,192405,PAUD,3,2026-06-19 13:40:02,102,156,10,0,0,258,10,0,3
2026,Prov. Sulawesi Selatan,Kab. Luwu Utara,Kec. Mappedeceng,190000,192400,192415,PAUD,1,2026-06-19 13:40:02,28,34,0,0,0,62,0,0,1
2026,Prov. Sulawesi Selatan,Kab. Luwu Utara,Kec. Mappedeceng,190000,192400,192415,SMP,2,2026-06-19 13:40:02,302,256,1,0,0,558,1,2,0
2026,Prov. Sulawesi Selatan,Kab. Luwu Utara,Kec. Masamba,190000,192400,192412,PAUD,2,2026-06-19 13:40:02,132,132,0,0,0,264,0,1,1
2026,Prov. Sulawesi Selatan,Kab. Luwu Utara,Kec. Masamba,190000,192400,192412,SD,3,2026-06-19 13:40:02,310,314,0,0,0,624,0,3,0
2026,Prov. Sulawesi Selatan,Kab. Luwu Utara,Kec. Sabbang Selatan,190000,192400,192492,PAUD,1,2026-06-19 13:40:02,58,46,0,0,0,104,0,0,1
2026,Prov. Sulawesi Selatan,Kab. Luwu Utara,Kec. Sukamaju Selatan,190000,192400,192493,SD,1,2026-06-19 13:40:02,0,0,0,0,0,0,0,1,0
2026,Prov. Sulawesi Selatan,Kab. Luwu Utara,Kec. Tana Lili,190000,192400,192490,PAUD,1,2026-06-19 13:40:03,24,12,0,0,0,36,0,0,1
2026,Prov. Sulawesi Selatan,Kab. Luwu Utara,Kec. Tana Lili,190000,192400,192490,SD,3,2026-06-19 13:40:03,0,0,0,0,0,0,0,3,0
2026,Prov. Sulawesi Selatan,Kab. Tana Toraja,Kec. Gandangbatu Sillanan,190000,191800,191815,SMA,1,2026-06-19 13:40:13,76,92,1,0,2,168,3,0,1
2026,Prov. Sulawesi Selatan,Kab. Tana Toraja,Kec. Gandangbatu Sillanan,190000,191800,191815,SMP,1,2026-06-19 13:40:13,84,70,6,0,0,154,6,0,1
2026,Prov. Sulawesi Selatan,Kab. Tana Toraja,Kec. Makale,190000,191800,191804,PAUD,2,2026-06-19 13:40:13,74,64,3,3,0,138,6,1,1
2026,Prov. Sulawesi Selatan,Kab. Tana Toraja,Kec. Makale,190000,191800,191804,SD,5,2026-06-19 13:40:14,1190,1104,148,1,1,2294,150,4,1
2026,Prov. Sulawesi Selatan,Kab. Tana Toraja,Kec. Makale,190000,191800,191804,SMP,2,2026-06-19 13:40:14,544,548,57,0,0,1092,57,1,1
2026,Prov. Sulawesi Selatan,Kab. Tana Toraja,Kec. Makale Selatan,190000,191800,191818,PAUD,2,2026-06-19 13:40:14,82,42,1,0,0,124,1,1,1
2026,Prov. Sulawesi Selatan,Kab. Tana Toraja,Kec. Makale Selatan,190000,191800,191818,SD,3,2026-06-19 13:40:14,630,502,14,0,3,1132,17,3,0
2026,Prov. Sulawesi Selatan,Kab. Tana Toraja,Kec. Makale Selatan,190000,191800,191818,SMP,1,2026-06-19 13:40:14,374,338,18,0,0,712,18,1,0
2026,Prov. Sulawesi Selatan,Kab. Tana Toraja,Kec. Makale Utara,190000,191800,191819,SD,1,2026-06-19 13:40:14,246,210,8,0,0,456,8,1,0
2026,Prov. Sulawesi Selatan,Kab. Tana Toraja,Kec. Mengkendek,190000,191800,191802,PAUD,1,2026-06-19 13:40:14,18,22,0,0,0,40,0,1,0
2026,Prov. Sulawesi Selatan,Kab. Tana Toraja,Kec. Mengkendek,190000,191800,191802,SD,8,2026-06-19 13:40:14,964,852,103,0,0,1816,103,8,0
2026,Prov. Sulawesi Selatan,Kab. Tana Toraja,Kec. Mengkendek,190000,191800,191802,SMP,2,2026-06-19 13:40:14,464,394,22,0,0,858,22,2,0
2026,Prov. Sulawesi Selatan,Kab. Tana Toraja,Kec. Rembon,190000,191800,191820,PAUD,5,2026-06-19 13:40:15,104,96,0,0,0,200,0,1,4
2026,Prov. Sulawesi Selatan,Kab. Tana Toraja,Kec. Rembon,190000,191800,191820,SD,4,2026-06-19 13:40:15,552,468,2,0,0,1020,2,4,0
2026,Prov. Sulawesi Selatan,Kab. Tana Toraja,Kec. Rembon,190000,191800,191820,SMP,1,2026-06-19 13:40:15,72,80,0,0,0,152,0,1,0
2026,Prov. Sulawesi Selatan,Kab. Luwu,Kec. Bajo,190000,191700,191704,SMP,1,2026-06-19 13:39:59,628,676,146,0,0,1304,146,1,0
2026,Prov. Sulawesi Selatan,Kab. Luwu,Kec. Belopa,190000,191700,191703,SMK,1,2026-06-19 13:39:59,0,0,0,0,0,0,0,1,0
2026,Prov. Sulawesi Selatan,Kab. Luwu,Kec. Belopa Utara,190000,191700,191721,PAUD,1,2026-06-19 13:39:59,0,0,0,0,0,0,0,0,1
2026,Prov. Sulawesi Selatan,Kab. Luwu,Kec. Belopa Utara,190000,191700,191721,SD,4,2026-06-19 13:39:59,882,796,0,0,96,1678,96,4,0
2026,Prov. Sulawesi Selatan,Kab. Luwu,Kec. Belopa Utara,190000,191700,191721,SMP,1,2026-06-19 13:39:59,766,708,70,0,0,1474,70,1,0
2026,Prov. Sulawesi Selatan,Kab. Luwu,Kec. Bua Ponrang (Bupon),190000,191700,191706,PAUD,1,2026-06-19 13:39:59,10,16,0,0,0,26,0,0,1
2026,Prov. Sulawesi Selatan,Kab. Luwu,Kec. Bua Ponrang (Bupon),190000,191700,191706,SMP,1,2026-06-19 13:39:59,0,0,0,0,0,0,0,1,0
2026,Prov. Sulawesi Selatan,Kab. Luwu,Kec. Lamasi,190000,191700,191709,SD,1,2026-06-19 13:40:00,146,184,0,0,0,330,0,1,0
2026,Prov. Sulawesi Selatan,Kab. Luwu,Kec. Larompong,190000,191700,191701,SD,5,2026-06-19 13:40:00,608,570,0,0,0,1178,0,5,0
2026,Prov. Sulawesi Selatan,Kab. Luwu,Kec. Larompong,190000,191700,191701,SMP,1,2026-06-19 13:40:00,316,366,0,0,0,682,0,1,0
2026,Prov. Sulawesi Selatan,Kab. Luwu,Kec. Suli,190000,191700,191702,SMP,1,2026-06-19 13:40:00,416,306,0,0,0,722,0,1,0
2026,Prov. Sulawesi Selatan,Kab. Luwu,Kec. Walenrang Utara,190000,191700,191714,SD,1,2026-06-19 13:40:00,252,300,0,0,0,552,0,0,1
2026,Prov. Sulawesi Selatan,Kab. Enrekang,Kec. Anggeraja,190000,191600,191604,SD,1,2026-06-19 13:39:55,254,280,4,0,0,534,4,1,0
2026,Prov. Sulawesi Selatan,Kab. Enrekang,Kec. Baraka,190000,191600,191603,SMP,11,2026-06-19 13:39:55,456,506,0,0,0,962,0,11,0
2026,Prov. Sulawesi Selatan,Kab. Enrekang,Kec. Enrekang,190000,191600,191602,PAUD,3,2026-06-19 13:39:55,138,140,16,0,0,278,16,2,1
2026,Prov. Sulawesi Selatan,Kab. Enrekang,Kec. Enrekang,190000,191600,191602,SLB,1,2026-06-19 13:39:55,0,0,0,0,0,0,0,1,0
2026,Prov. Sulawesi Selatan,Kab. Enrekang,Kec. Enrekang,190000,191600,191602,SMP,2,2026-06-19 13:39:55,200,176,10,0,0,376,10,1,1
2026,Prov. Sulawesi Selatan,Kab. Enrekang,Kec. Maiwa,190000,191600,191601,SD,1,2026-06-19 13:39:55,0,0,0,0,0,0,0,1,0
2026,Prov. Sulawesi Selatan,Kab. Enrekang,Kec. Maiwa,190000,191600,191601,SMP,2,2026-06-19 13:39:55,336,310,0,0,0,646,0,2,0
2026,Prov. Sulawesi Selatan,Kab. Sidenreng Rappang,Kec. Baranti,190000,191500,191504,PAUD,6,2026-06-19 13:40:07,262,240,0,0,0,502,0,3,3
2026,Prov. Sulawesi Selatan,Kab. Sidenreng Rappang,Kec. Baranti,190000,191500,191504,SD,1,2026-06-19 13:40:07,186,156,0,0,0,342,0,1,0
2026,Prov. Sulawesi Selatan,Kab. Sidenreng Rappang,Kec. Baranti,190000,191500,191504,SMA,1,2026-06-19 13:40:08,94,108,0,0,0,202,0,1,0
2026,Prov. Sulawesi Selatan,Kab. Sidenreng Rappang,Kec. Dua Pitue,190000,191500,191508,SD,14,2026-06-19 13:40:08,1890,2084,0,0,0,3974,0,14,0
2026,Prov. Sulawesi Selatan,Kab. Sidenreng Rappang,Kec. Dua Pitue,190000,191500,191508,SMA,1,2026-06-19 13:40:08,0,0,0,0,0,0,0,1,0
2026,Prov. Sulawesi Selatan,Kab. Sidenreng Rappang,Kec. Maritengae,190000,191500,191506,PAUD,5,2026-06-19 13:40:08,156,178,0,0,0,334,0,1,4
2026,Prov. Sulawesi Selatan,Kab. Sidenreng Rappang,Kec. Maritengae,190000,191500,191506,SMP,5,2026-06-19 13:40:08,66,72,1,1,0,138,2,4,1
2026,Prov. Sulawesi Selatan,Kab. Sidenreng Rappang,Kec. Panca Lautang,190000,191500,191501,SD,3,2026-06-19 13:40:08,162,200,1,0,0,362,1,3,0
2026,Prov. Sulawesi Selatan,Kab. Sidenreng Rappang,Kec. Panca Rijang,190000,191500,191505,PAUD,1,2026-06-19 13:40:08,172,116,0,0,0,288,0,0,1
2026,Prov. Sulawesi Selatan,Kab. Sidenreng Rappang,Kec. Panca Rijang,190000,191500,191505,SD,11,2026-06-19 13:40:08,1460,1428,0,0,0,2888,0,11,0
2026,Prov. Sulawesi Selatan,Kab. Sidenreng Rappang,Kec. Panca Rijang,190000,191500,191505,SMK,1,2026-06-19 13:40:08,506,662,0,0,20,1168,20,1,0
2026,Prov. Sulawesi Selatan,Kab. Sidenreng Rappang,Kec. Pitu Riawa,190000,191500,191507,SD,1,2026-06-19 13:40:08,124,86,0,0,0,210,0,1,0
2026,Prov. Sulawesi Selatan,Kab. Sidenreng Rappang,Kec. Tellu Limpoe,190000,191500,191502,SD,1,2026-06-19 13:40:09,76,74,0,0,0,150,0,1,0
2026,Prov. Sulawesi Selatan,Kab. Sidenreng Rappang,Kec. Tellu Limpoe,190000,191500,191502,SMA,1,2026-06-19 13:40:09,0,0,0,0,0,0,0,1,0
2026,Prov. Sulawesi Selatan,Kab. Sidenreng Rappang,Kec. Watang Pulu,190000,191500,191503,PAUD,4,2026-06-19 13:40:09,0,0,1,0,0,0,1,1,3
2026,Prov. Sulawesi Selatan,Kab. Sidenreng Rappang,Kec. Watang Pulu,190000,191500,191503,SD,6,2026-06-19 13:40:09,568,514,41,0,0,1082,41,6,0
2026,Prov. Sulawesi Selatan,Kab. Sidenreng Rappang,Kec. Watang Pulu,190000,191500,191503,SMK,1,2026-06-19 13:40:09,394,114,7,0,0,508,7,1,0
2026,Prov. Sulawesi Selatan,Kab. Sidenreng Rappang,Kec. Watang Pulu,190000,191500,191503,SMP,1,2026-06-19 13:40:09,0,0,0,0,0,0,0,1,0
2026,Prov. Sulawesi Selatan,Kab. Sidenreng Rappang,Kec. Watang Sidenreng,190000,191500,191511,PAUD,8,2026-06-19 13:40:09,502,338,1,0,0,840,1,3,5
2026,Prov. Sulawesi Selatan,Kab. Sidenreng Rappang,Kec. Watang Sidenreng,190000,191500,191511,SD,12,2026-06-19 13:40:09,1852,1806,0,0,0,3658,0,12,0
2026,Prov. Sulawesi Selatan,Kab. Pinrang,Kec. Cempa,190000,191400,191406,SD,1,2026-06-19 13:40:06,104,100,1,2,0,204,3,1,0
2026,Prov. Sulawesi Selatan,Kab. Pinrang,Kec. Lanrisang,190000,191400,191409,SD,1,2026-06-19 13:40:06,114,100,0,0,0,214,0,1,0
2026,Prov. Sulawesi Selatan,Kab. Pinrang,Kec. Lanrisang,190000,191400,191409,SMA,1,2026-06-19 13:40:06,338,398,0,0,0,736,0,1,0
2026,Prov. Sulawesi Selatan,Kab. Pinrang,Kec. Lembang,190000,191400,191408,SMA,1,2026-06-19 13:40:06,740,1124,0,0,0,1864,0,1,0
2026,Prov. Sulawesi Selatan,Kab. Pinrang,Kec. Lembang,190000,191400,191408,SMK,1,2026-06-19 13:40:06,308,232,0,0,0,540,0,1,0
2026,Prov. Sulawesi Selatan,Kab. Pinrang,Kec. Mattiro Bulu,190000,191400,191403,PAUD,34,2026-06-19 13:40:06,1060,1526,1,1,1,2586,3,0,34
2026,Prov. Sulawesi Selatan,Kab. Pinrang,Kec. Mattiro Bulu,190000,191400,191403,SD,24,2026-06-19 13:40:06,2714,2368,22,0,0,5082,22,24,0
2026,Prov. Sulawesi Selatan,Kab. Pinrang,Kec. Mattiro Bulu,190000,191400,191403,SMK,1,2026-06-19 13:40:06,642,478,0,0,0,1120,0,1,0
2026,Prov. Sulawesi Selatan,Kab. Pinrang,Kec. Mattiro Bulu,190000,191400,191403,SMP,4,2026-06-19 13:40:06,1174,1276,0,0,0,2450,0,4,0
2026,Prov. Sulawesi Selatan,Kab. Pinrang,Kec. Mattiro Sompe,190000,191400,191402,SD,1,2026-06-19 13:40:06,118,122,0,0,0,240,0,1,0
2026,Prov. Sulawesi Selatan,Kab. Pinrang,Kec. Paleteang,190000,191400,191411,SD,4,2026-06-19 13:40:07,0,0,66,0,0,0,66,4,0
2026,Prov. Sulawesi Selatan,Kab. Pinrang,Kec. Patampanua,190000,191400,191405,PAUD,14,2026-06-19 13:40:07,434,344,4,0,0,778,4,2,12
2026,Prov. Sulawesi Selatan,Kab. Pinrang,Kec. Patampanua,190000,191400,191405,SD,26,2026-06-19 13:40:07,2426,2196,8,0,144,4622,152,26,0
2026,Prov. Sulawesi Selatan,Kab. Pinrang,Kec. Patampanua,190000,191400,191405,SMA,1,2026-06-19 13:40:07,632,798,0,0,0,1430,0,1,0
2026,Prov. Sulawesi Selatan,Kab. Pinrang,Kec. Patampanua,190000,191400,191405,SMP,2,2026-06-19 13:40:07,520,528,1,0,1,1048,2,2,0
2026,Prov. Sulawesi Selatan,Kab. Pinrang,Kec. Suppa,190000,191400,191401,SMA,1,2026-06-19 13:40:07,296,478,0,0,0,774,0,1,0
2026,Prov. Sulawesi Selatan,Kab. Pinrang,Kec. Tiroang,190000,191400,191410,SMA,1,2026-06-19 13:40:07,292,384,0,0,0,676,0,1,0
2026,Prov. Sulawesi Selatan,Kab. Pinrang,Kec. Watang Sawitto,190000,191400,191404,PAUD,1,2026-06-19 13:40:07,0,0,0,0,18,0,18,0,1
2026,Prov. Sulawesi Selatan,Kab. Pinrang,Kec. Watang Sawitto,190000,191400,191404,SMA,1,2026-06-19 13:40:07,1064,1506,1090,0,0,2570,1090,1,0
2026,Prov. Sulawesi Selatan,Kab. Pinrang,Kec. Watang Sawitto,190000,191400,191404,SMK,1,2026-06-19 13:40:07,204,112,0,0,0,316,0,1,0
2026,Prov. Sulawesi Selatan,Kab. Pinrang,Kec. Watang Sawitto,190000,191400,191404,SMP,1,2026-06-19 13:40:07,0,0,122,0,0,0,122,1,0
2026,Prov. Sulawesi Selatan,Kab. Kepulauan Selayar,Kec. Benteng,190000,191300,191307,PAUD,1,2026-06-19 13:39:58,0,0,0,0,0,0,0,1,0
2026,Prov. Sulawesi Selatan,Kab. Kepulauan Selayar,Kec. Benteng,190000,191300,191307,SD,6,2026-06-19 13:39:58,284,294,95,1,95,578,191,5,1
2026,Prov. Sulawesi Selatan,Kab. Kepulauan Selayar,Kec. Benteng,190000,191300,191307,SMA,1,2026-06-19 13:39:58,918,990,0,0,0,1908,0,1,0
2026,Prov. Sulawesi Selatan,Kab. Kepulauan Selayar,Kec. Benteng,190000,191300,191307,SMK,1,2026-06-19 13:39:58,432,68,0,0,0,500,0,1,0
2026,Prov. Sulawesi Selatan,Kab. Kepulauan Selayar,Kec. Benteng,190000,191300,191307,SMP,3,2026-06-19 13:39:58,688,808,0,0,0,1496,0,3,0
2026,Prov. Sulawesi Selatan,Kab. Kepulauan Selayar,Kec. Bontoharu,190000,191300,191304,SD,8,2026-06-19 13:39:58,294,238,3,0,0,532,3,8,0
2026,Prov. Sulawesi Selatan,Kab. Kepulauan Selayar,Kec. Bontoharu,190000,191300,191304,SMA,1,2026-06-19 13:39:58,176,194,2,0,0,370,2,1,0
2026,Prov. Sulawesi Selatan,Kab. Kepulauan Selayar,Kec. Bontomanai,190000,191300,191306,SD,4,2026-06-19 13:39:58,228,178,2,0,0,406,2,4,0
2026,Prov. Sulawesi Selatan,Kab. Kepulauan Selayar,Kec. Bontomanai,190000,191300,191306,SMA,1,2026-06-19 13:39:58,60,72,0,0,0,132,0,1,0
2026,Prov. Sulawesi Selatan,Kab. Kepulauan Selayar,Kec. Bontomanai,190000,191300,191306,SMP,2,2026-06-19 13:39:58,0,0,0,0,0,0,0,2,0
2026,Prov. Sulawesi Selatan,Kab. Kepulauan Selayar,Kec. Bontomatene,190000,191300,191305,SD,9,2026-06-19 13:39:58,138,138,1,1,0,276,2,9,0
2026,Prov. Sulawesi Selatan,Kab. Kepulauan Selayar,Kec. Bontomatene,190000,191300,191305,SMP,2,2026-06-19 13:39:58,0,0,0,0,0,0,0,2,0
2026,Prov. Sulawesi Selatan,Kab. Kepulauan Selayar,Kec. Bontosikuyu,190000,191300,191303,PAUD,1,2026-06-19 13:39:58,0,0,0,0,0,0,0,0,1
2026,Prov. Sulawesi Selatan,Kab. Kepulauan Selayar,Kec. Bontosikuyu,190000,191300,191303,SD,8,2026-06-19 13:39:59,340,270,1,0,0,610,1,8,0
2026,Prov. Sulawesi Selatan,Kab. Kepulauan Selayar,Kec. Bontosikuyu,190000,191300,191303,SMK,1,2026-06-19 13:39:59,98,80,0,0,0,178,0,1,0
2026,Prov. Sulawesi Selatan,Kab. Kepulauan Selayar,Kec. Bontosikuyu,190000,191300,191303,SMP,2,2026-06-19 13:39:59,0,0,0,0,0,0,0,2,0
2026,Prov. Sulawesi Selatan,Kab. Kepulauan Selayar,Kec. Buki,190000,191300,191311,SMP,2,2026-06-19 13:39:59,60,30,0,0,0,90,0,2,0
2026,Prov. Sulawesi Selatan,Kab. Kepulauan Selayar,Kec. Pasimarannu,190000,191300,191301,SMA,1,2026-06-19 13:39:59,0,0,0,0,0,0,0,1,0
2026,Prov. Sulawesi Selatan,Kab. Kepulauan Selayar,Kec. Pasimasunggu,190000,191300,191390,SD,1,2026-06-19 13:39:59,102,100,0,0,0,202,0,1,0
2026,Prov. Sulawesi Selatan,Kab. Sinjai,Kec. Bulupoddo,190000,191200,191208,SD,12,2026-06-19 13:40:09,760,578,5,0,0,1338,5,12,0
2026,Prov. Sulawesi Selatan,Kab. Sinjai,Kec. Sinjai Borong,190000,191200,191202,PAUD,4,2026-06-19 13:40:09,0,0,0,0,0,0,0,2,2
2026,Prov. Sulawesi Selatan,Kab. Sinjai,Kec. Sinjai Borong,190000,191200,191202,SD,13,2026-06-19 13:40:10,728,698,0,0,1,1426,1,13,0
2026,Prov. Sulawesi Selatan,Kab. Sinjai,Kec. Sinjai Borong,190000,191200,191202,SMA,1,2026-06-19 13:40:10,0,0,0,0,0,0,0,1,0
2026,Prov. Sulawesi Selatan,Kab. Sinjai,Kec. Sinjai Selatan,190000,191200,191203,SD,6,2026-06-19 13:40:10,488,522,6,1,1,1010,8,6,0
2026,Prov. Sulawesi Selatan,Kab. Sinjai,Kec. Sinjai Selatan,190000,191200,191203,SMP,1,2026-06-19 13:40:10,0,0,0,0,0,0,0,1,0
2026,Prov. Sulawesi Selatan,Kab. Sinjai,Kec. Sinjai Tengah,190000,191200,191206,SD,2,2026-06-19 13:40:10,154,168,0,0,0,322,0,2,0
2026,Prov. Sulawesi Selatan,Kab. Sinjai,Kec. Sinjai Timur,190000,191200,191205,PAUD,1,2026-06-19 13:40:10,62,52,0,0,0,114,0,1,0
2026,Prov. Sulawesi Selatan,Kab. Sinjai,Kec. Sinjai Timur,190000,191200,191205,SD,7,2026-06-19 13:40:10,1034,988,19,1,0,2022,20,6,1
2026,Prov. Sulawesi Selatan,Kab. Sinjai,Kec. Sinjai Timur,190000,191200,191205,SMP,2,2026-06-19 13:40:10,366,394,0,0,0,760,0,2,0
2026,Prov. Sulawesi Selatan,Kab. Sinjai,Kec. Sinjai Utara,190000,191200,191207,PAUD,5,2026-06-19 13:40:10,394,380,0,0,3,774,3,2,3
2026,Prov. Sulawesi Selatan,Kab. Sinjai,Kec. Sinjai Utara,190000,191200,191207,SD,25,2026-06-19 13:40:10,3354,3220,118,104,0,6574,222,23,2
2026,Prov. Sulawesi Selatan,Kab. Sinjai,Kec. Sinjai Utara,190000,191200,191207,SMA,1,2026-06-19 13:40:10,0,0,0,0,0,0,0,0,1
2026,Prov. Sulawesi Selatan,Kab. Sinjai,Kec. Sinjai Utara,190000,191200,191207,SMP,1,2026-06-19 13:40:11,906,854,0,0,0,1760,0,1,0
2026,Prov. Sulawesi Selatan,Kab. Sinjai,Kec. Tellu Limpoe,190000,191200,191204,SD,7,2026-06-19 13:40:11,564,540,4,0,0,1104,4,7,0
